smiles	RT
OCC1OC(SC(CC=C)=NOS(O)(=O)=O)C(O)C(O)C1O	106.077
OCC1OC(SC(CC(O)C=C)=NOS(O)(=O)=O)C(O)C(O)C1O	106.10298
OCC1OC(OC2=CC=C(O)C=C2)C(O)C(O)C1O	112.66602
OCC1OC(SC(CC2=CC=C(O)C=C2)=NOS(O)(=O)=O)C(O)C(O)C1O	120.23502
OC(=O)C1=CC(O)=C(O)C(O)=C1	122.394
OC(=O)C1=CC(O)=C(O)C(O)=C1	122.53998
CN(C)CCC1=CC=C(O)C=C1	123.135
OC1=NCC(=O)N2CCC[C@@H]12	123.426
OC(=N)CN1C[C@H]2C[C@@H](C1)C1=CC=CC(=O)N1C2	130.719
C1CC[C@@H](NC1)[C@]12C[C@@H](C[C@@H]3CCCN[C@@H]13)[C@H]1CCCCN1C2	134.68902
O=C1CCC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34	135.41802
C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1	139.686
CN1CCCCC1C1=CN=C(C=C1)C1=CN=CC=C1	142.269
CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O	143.91198
CC(=C)[C@H]1CN[C@@H]([C@H]1CC(O)=O)C(O)=O	146.12202
CC(=C)C1CNC(C1CC(O)=O)C(O)=O	146.7
OC[C@H]1O[C@@H](OC2=CC(O)=CC3=[O+]C(=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)C=C23)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O	149.13798
OCC1OC(OC2=CC(O)=CC3=[O+]C(=C(OC4OC(CO)C(O)C(O)C4OC4OCC(O)C(O)C4O)C=C23)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O	149.18598
OC[C@H]1O[C@@H](OC2=CC(O)=CC3=[O+]C(=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C=C23)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O	150.01602
O[C@@H]1CCN2CC3=CC=CC=C3N=C12	152.85102
CN1CC[C@@]23[C@@H]4NC5=CC=CC=C5[C@]2(CCN4C)[C@@H]1NC1=CC=CC=C31	154.48902
OCC1OC(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O	156.888
OCC1OC(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O	158.07798
OC[C@H]1O[C@@H](OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C(O)=C2)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O	159.171
OCC1OC(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C(O)=C2)C(OC2OCC(O)C(O)C2O)C(O)C1O	159.684
OC1=CC=CC=C1O	160.36302
CN1C(CC2=CC(=NNC(O)=N)C(=O)C=C12)S(O)(=O)=O	161.20998
CN1C(CC2=C\C(=N\NC(O)=N)C(=O)C=C12)S(O)(=O)=O	161.62302
OC[C@H]1O[C@@H](OC2=CC(O)=CC3=C2C=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=[O+]3)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O	162.32202
OCC1OC(SC(CC(O)C2=CC=CC=C2)=NOS(O)(=O)=O)C(O)C(O)C1O	162.387
OCC1OC(OC2=CC(O)=CC3=C2C=C(OC2OC(CO)C(O)C(O)C2O)C(=[O+]3)C2=CC=C(O)C=C2)C(O)C(O)C1O	163.20498
CC1OC(OCC2OC(OC3=C([O+]=C4C=C(O)C=C(O)C4=C3)C3=CC(O)=C(O)C=C3)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O	164.75202
CC(C)[C@](O)([C@@H](C)O)C(=O)OCC1=CCN2CC[C@H](O)[C@@H]12	164.976
CCN(CC)CCOC(=O)C1=CC=C(N)C=C1	165.12498
CN1N(C(=O)C(N)=C1C)C1=CC=CC=C1	165.79398
